RX_MMSI,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,ROT,SOG,Position_Accuracy,Longitude,Latitude,COG,True_Heading,Time_Stamp,Ship_and_Cargo_Type,Reference_Position_A,Reference_Position_B,Reference_Position_C,Reference_Position_D,Fixing_Device,ETA,MAX_Draught,Destination,DTE,Record_Time
004161805,, ,,416006013,15,128,3.9,1,120.308137,24.040430,201,511,10,30,10,10,2,2,,,,,,2021-09-14 18:42:10
004161805,, ,,416006013,15,128,3.5,1,120.308015,24.040097,199.9,511,30,30,10,10,2,2,,,,,,2021-09-14 18:42:30
004161805,, ,,416006013,15,128,3.6,1,120.307892,24.039768,196.3,511,50,30,10,10,2,2,,,,,,2021-09-14 18:42:51
004161805,, ,,416002402,15,128,2.7,1,120.297635,24.033068,42,511,53,30,8,13,2,2,,,,,,2021-09-14 18:42:52
004161805,, ,,416006013,15,128,3.9,1,120.307495,24.038698,200.5,511,53,30,10,10,2,2,,,,,,2021-09-14 18:43:53
004161805,, ,,416006013,15,128,3.8,1,120.307637,24.039072,192.7,511,31,30,10,10,2,2,,,,,,2021-09-14 18:43:31
004161805,, ,,416006013,15,128,3.8,1,120.307768,24.039430,196.3,511,10,30,10,10,2,2,,,,,,2021-09-14 18:43:11
004161805,, ,,416006013,15,128,3.8,1,120.307507,24.038732,196.8,511,51,30,10,10,2,2,,,,,,2021-09-14 18:43:51
004161805,,BK7075,,416000822,15,128,3.3,0,120.295900,24.027692,264.5,511,6,30,0,0,0,0,,,,,,2021-09-14 18:43:13
004161805,,BK7075,,416000822,15,128,3.7,0,120.295247,24.027763,282.2,511,41,30,0,0,0,0,,,,,,2021-09-14 18:43:39
004161805,, ,,416002402,15,128,2.6,1,120.298742,24.034220,46.9,511,53,30,8,13,2,2,,,,,,2021-09-14 18:44:52
004161805,, ,,416006013,15,128,3.8,1,120.307092,24.037650,199.8,511,54,30,10,10,2,2,,,,,,2021-09-14 18:44:54
004161805,, ,,416006013,15,128,3.9,1,120.307105,24.037683,195.8,511,52,30,10,10,2,2,,,,,,2021-09-14 18:44:52
004161805,, ,,416006013,15,128,3.9,1,120.307375,24.038388,197.3,511,11,30,10,10,2,2,,,,,,2021-09-14 18:44:12
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,3.4,0,120.294732,24.027923,299.7,511,11,,,,,,,,,,,2021-09-14 18:44:10
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,3.6,0,120.294282,24.028207,308.8,511,41,,,,,,,,,,,2021-09-14 18:44:39
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,3.3,0,120.293890,24.028548,322.9,511,12,,,,,,,,,,,2021-09-14 18:45:10
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,3.1,0,120.293563,24.028885,317.2,511,41,,,,,,,,,,,2021-09-14 18:45:39
004161805,, ,,416006013,15,128,3.8,1,120.306695,24.036642,195.5,511,53,30,10,10,2,2,,,,,,2021-09-14 18:45:53
004161805,, ,,416006013,15,128,3.8,1,120.306980,24.037338,193.7,511,12,30,10,10,2,2,,,,,,2021-09-14 18:45:13
004161805,, ,,416006013,15,128,3.9,1,120.306818,24.037005,195.5,511,32,30,10,10,2,2,,,,,,2021-09-14 18:45:33
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,2.8,0,120.292998,24.029612,327.7,511,41,,,,,,,,,,,2021-09-14 18:46:39
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,2.9,0,120.293258,24.029237,327.2,511,11,,,,,,,,,,,2021-09-14 18:46:09
004161805,, ,,416002402,15,128,2.7,1,120.299525,24.035098,29.9,511,23,30,8,13,2,2,,,,,,2021-09-14 18:46:22
004161805,, ,,416006013,15,128,3.8,1,120.306405,24.035957,202,511,33,30,10,10,2,2,,,,,,2021-09-14 18:46:34
004161805,, ,,416006013,15,128,3.9,1,120.306558,24.036292,206,511,13,30,10,10,2,2,,,,,,2021-09-14 18:46:13
004161805,, ,,416006013,15,128,3.9,1,120.306250,24.035620,203.2,511,53,30,10,10,2,2,,,,,,2021-09-14 18:46:54
66,, ,,416006013,15,128,3.9,1,120.306250,24.035620,203.2,511,53,30,10,10,2,2,,,,,,2021-09-14 18:46:57
004161805,, ,,416002402,15,128,2.7,1,120.300075,24.035680,41.9,511,23,30,8,13,2,2,,,,,,2021-09-14 18:47:23
004161805,, ,,416006013,15,128,3.5,1,120.306100,24.035265,198,511,14,30,10,10,2,2,,,,,,2021-09-14 18:47:14
004161805,, ,,416006013,15,128,4,1,120.305827,24.034587,200.8,511,54,30,10,10,2,2,,,,,,2021-09-14 18:47:55
004161805,, ,,416006013,15,128,3.8,1,120.306082,24.035232,204.1,511,16,30,10,10,2,2,,,,,,2021-09-14 18:47:16
004161805,, ,,416006013,15,128,3.9,1,120.305962,24.034927,192.9,511,34,30,10,10,2,2,,,,,,2021-09-14 18:47:34
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,3,0,120.292743,24.029990,329.7,511,12,,,,,,,,,,,2021-09-14 18:47:10
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,3,0,120.292517,24.030357,328.4,511,42,,,,,,,,,,,2021-09-14 18:47:40
004161805,, ,,416006013,15,128,3.9,1,120.305577,24.033875,193.3,511,35,30,10,10,2,2,,,,,,2021-09-14 18:48:35
004161805,, ,,416006013,15,128,4,1,120.305702,24.034240,198.6,511,14,30,10,10,2,2,,,,,,2021-09-14 18:48:15
004161805,, ,,416006013,15,128,3.8,1,120.305688,24.034205,197.8,511,16,30,10,10,2,2,,,,,,2021-09-14 18:48:17
004161805,, ,,416006013,15,128,4,1,120.305452,24.033528,199.4,511,55,30,10,10,2,2,,,,,,2021-09-14 18:48:55
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,3.1,0,120.292285,24.030730,331.3,511,13,,,,,,,,,,,2021-09-14 18:48:11
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,3,0,120.292087,24.031068,337.6,511,41,,,,,,,,,,,2021-09-14 18:48:39
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,2.8,0,120.292010,24.031482,352.4,511,12,,,,,,,,,,,2021-09-14 18:49:10
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,3,0,120.292007,24.031882,1.9,511,41,,,,,,,,,,,2021-09-14 18:49:39
004161805,, ,,416006013,15,128,3.9,1,120.305195,24.032822,202.4,511,36,30,10,10,2,2,,,,,,2021-09-14 18:49:36
004161805,, ,,416006013,15,128,3.7,1,120.305052,24.032480,200.1,511,56,30,10,10,2,2,,,,,,2021-09-14 18:49:56
004161805,, ,,416006013,15,128,3.8,1,120.305335,24.033182,196.7,511,15,30,10,10,2,2,,,,,,2021-09-14 18:49:16
004161805,,BK7075,,416000822,15,128,3.1,0,120.292085,24.032288,18.9,511,11,30,0,0,0,0,,,,,,2021-09-14 18:50:09
004161805,,BK7075,,416000822,15,128,2.9,0,120.292223,24.032687,18.9,511,41,30,0,0,0,0,,,,,,2021-09-14 18:50:39
004161805,, ,,416006013,15,128,4,1,120.304760,24.031797,203.6,511,36,30,10,10,2,2,,,,,,2021-09-14 18:50:37
004161805,, ,,416006013,15,128,3.9,1,120.304622,24.031435,201.6,511,57,30,10,10,2,2,,,,,,2021-09-14 18:50:57
004161805,, ,,416006013,15,128,3.9,1,120.304907,24.032142,200.5,511,16,30,10,10,2,2,,,,,,2021-09-14 18:50:17
004161805,, ,,416006013,15,128,4.1,1,120.304347,24.030747,204.8,511,37,30,10,10,2,2,,,,,,2021-09-14 18:51:38
004161805,, ,,416006013,15,128,3.9,1,120.304498,24.031090,195.6,511,17,30,10,10,2,2,,,,,,2021-09-14 18:51:17
66,,BK7075,,416000822,15,128,3,0,120.292410,24.033090,27.9,511,13,30,0,0,0,0,,,,,,2021-09-14 18:51:14
004161805,,BK7075,,416000822,15,128,2.8,0,120.292607,24.033430,30.7,511,41,30,0,0,0,0,,,,,,2021-09-14 18:51:39
004161805,,BK7075,,416000822,15,128,3,0,120.292410,24.033090,27.9,511,13,30,0,0,0,0,,,,,,2021-09-14 18:51:11
004161805,, ,,416002402,15,128,2.7,1,120.303035,24.038920,37.9,511,54,30,8,13,2,2,,,,,,2021-09-14 18:52:53
004161805,, ,,416006013,15,128,3.8,1,120.303935,24.029693,202.3,511,38,30,10,10,2,2,,,,,,2021-09-14 18:52:38
004161805,, ,,416006013,15,128,4.1,1,120.303808,24.029348,198.6,511,58,30,10,10,2,2,,,,,,2021-09-14 18:52:59
004161805,, ,,416006013,15,128,3.9,1,120.304075,24.030038,196.2,511,18,30,10,10,2,2,,,,,,2021-09-14 18:52:18
004161805,,BK7075,,416000822,15,128,2.7,0,120.292842,24.033777,31.7,511,11,30,0,0,0,0,,,,,,2021-09-14 18:52:09
004161805,,BK7075,,416000822,15,128,2.9,0,120.293075,24.034123,30.1,511,41,30,0,0,0,0,,,,,,2021-09-14 18:52:40
004161805,,BK7075,,416000822,15,128,2.9,0,120.293350,24.034517,35.8,511,16,30,0,0,0,0,,,,,,2021-09-14 18:53:14
004161805,,BK7075,,416000822,15,128,3,0,120.293533,24.034800,36.5,511,41,30,0,0,0,0,,,,,,2021-09-14 18:53:40
004161805,, ,,416006013,15,128,4,1,120.303672,24.029003,191.3,511,18,30,10,10,2,2,,,,,,2021-09-14 18:53:19
004161805,, ,,416006013,15,128,4,1,120.303542,24.028633,199.3,511,39,30,10,10,2,2,,,,,,2021-09-14 18:53:39
004161805,, ,,416006013,15,128,4,1,120.303270,24.027940,205,511,19,30,10,10,2,2,,,,,,2021-09-14 18:54:20
004161805,, ,,416006013,15,128,4,1,120.303122,24.027578,204.3,511,40,30,10,10,2,2,,,,,,2021-09-14 18:54:40
004161805,, ,,416006013,15,128,3.8,1,120.303410,24.028288,197.1,511,59,30,10,10,2,2,,,,,,2021-09-14 18:54:00
004161805,,BK7075,,416000822,15,128,2.7,0,120.293978,24.035473,29.7,511,41,30,0,0,0,0,,,,,,2021-09-14 18:54:39
004161805,,BK7075,,416000822,15,128,2.9,0,120.293755,24.035138,33.4,511,11,30,0,0,0,0,,,,,,2021-09-14 18:54:09
004161805,, ,,416006013,15,128,3.9,1,120.302980,24.027232,198.2,511,0,30,10,10,2,2,,,,,,2021-09-14 18:55:00
004161805,,BK7075,,416000822,15,128,2.7,0,120.294405,24.036162,27.4,511,41,30,0,0,0,0,,,,,,2021-09-14 18:55:39
004161805,,BK7075,,416000822,15,128,2.9,0,120.294207,24.035843,26.1,511,13,30,0,0,0,0,,,,,,2021-09-14 18:55:11
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,2.8,0,120.294820,24.036855,26.7,511,41,,,,,,,,,,,2021-09-14 18:56:39
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,2.8,0,120.294618,24.036520,29.3,511,12,,,,,,,,,,,2021-09-14 18:56:10
004161805,, ,,416006013,15,128,4.1,1,120.301763,24.025670,242,511,49,30,10,10,2,2,,,,,,2021-09-14 18:56:46
004161805,, ,,416006013,15,128,4.1,1,120.301763,24.025670,242,511,49,30,10,10,2,2,,,,,,2021-09-14 18:56:46
004161805,, ,,416006013,15,128,4.2,1,120.302287,24.025972,233,511,19,30,10,10,2,2,,,,,,2021-09-14 18:56:16
004161805,, ,,416006013,15,128,4.2,1,120.302287,24.025972,233,511,19,30,10,10,2,2,,,,,,2021-09-14 18:56:16
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,2.7,0,120.295242,24.037557,28.6,511,42,,,,,,,,,,,2021-09-14 18:57:40
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,2.7,0,120.295035,24.037210,24.2,511,12,,,,,,,,,,,2021-09-14 18:57:10
004161805,, ,,416006013,15,128,3.9,1,120.300622,24.025438,271.4,511,49,30,10,10,2,2,,,,,,2021-09-14 18:57:46
004161805,, ,,416006013,15,128,3.9,1,120.300622,24.025438,271.4,511,49,30,10,10,2,2,,,,,,2021-09-14 18:57:46
66,, ,,416006013,15,128,3.8,1,120.301193,24.025493,257.3,511,19,30,10,10,2,2,,,,,,2021-09-14 18:57:19
004161805,, ,,416006013,15,128,3.8,1,120.301193,24.025493,257.3,511,19,30,10,10,2,2,,,,,,2021-09-14 18:57:16
004161805,, ,,416006013,15,128,3.8,1,120.301193,24.025493,257.3,511,19,30,10,10,2,2,,,,,,2021-09-14 18:57:16
004161805,, ,,416006013,15,128,3.3,1,120.300067,24.025497,281.1,511,19,30,10,10,2,2,,,,,,2021-09-14 18:58:16
004161805,, ,,416006013,15,128,3.3,1,120.300067,24.025497,281.1,511,19,30,10,10,2,2,,,,,,2021-09-14 18:58:16
004161805,, ,,416006013,15,128,3.7,1,120.299560,24.025657,295.5,511,49,30,10,10,2,2,,,,,,2021-09-14 18:58:48
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,2.7,0,120.295443,24.037892,32.9,511,11,,,,,,,,,,,2021-09-14 18:58:09
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,2.9,0,120.295675,24.038262,33.7,511,43,,,,,,,,,,,2021-09-14 18:58:41
004161805,, ,,416006013,15,128,3.2,1,120.298743,24.026208,315.8,511,49,30,10,10,2,2,,,,,,2021-09-14 18:59:48
004161805,, ,,416006013,15,128,3.3,1,120.299115,24.025900,307.9,511,19,30,10,10,2,2,,,,,,2021-09-14 18:59:18
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,2.9,0,120.296090,24.038930,31.3,511,41,,,,,,,,,,,2021-09-14 18:59:39
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,2.8,0,120.295872,24.038587,29.5,511,11,,,,,,,,,,,2021-09-14 18:59:09
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,2.9,0,120.296315,24.039277,33.6,511,11,,,,,,,,,,,2021-09-14 19:00:09
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,3,0,120.296555,24.039632,28.4,511,42,,,,,,,,,,,2021-09-14 19:00:40
004161805,, ,,416006013,15,128,3.1,1,120.298215,24.026943,333.5,511,49,30,10,10,2,2,,,,,,2021-09-14 19:00:49
004161805,, ,,416006013,15,128,2.6,1,120.298448,24.026563,327.7,511,19,30,10,10,2,2,,,,,,2021-09-14 19:00:19
004161805,, ,,416006013,15,128,3.1,1,120.298070,24.027337,342,511,19,30,10,10,2,2,,,,,,2021-09-14 19:01:19
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,2.9,0,120.296978,24.040337,25,511,43,,,,,,,,,,,2021-09-14 19:01:41
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,2.6,0,120.296767,24.039968,28.3,511,11,,,,,,,,,,,2021-09-14 19:01:09
004161805,, ,,416006013,15,128,3.1,1,120.298067,24.028550,16,511,49,30,10,10,2,2,,,,,,2021-09-14 19:02:49
004161805,, ,,416006013,15,128,2.6,1,120.297987,24.028152,3.7,511,19,30,10,10,2,2,,,,,,2021-09-14 19:02:19
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,2.9,0,120.297192,24.040675,32.5,511,12,,,,,,,,,,,2021-09-14 19:02:10
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,2.9,0,120.297408,24.041023,32,511,42,,,,,,,,,,,2021-09-14 19:02:40
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,3,0,120.297650,24.041415,34.5,511,16,,,,,,,,,,,2021-09-14 19:03:14
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,2.9,0,120.297835,24.041717,30.2,511,42,,,,,,,,,,,2021-09-14 19:03:40
004161805,, ,,416006013,15,128,2.7,1,120.298245,24.029357,9.4,511,50,30,10,10,2,2,,,,,,2021-09-14 19:03:49
004161805,, ,,416006013,15,128,2.8,1,120.298142,24.028967,13.2,511,20,30,10,10,2,2,,,,,,2021-09-14 19:03:19
004161805,, ,,416006013,15,128,2.8,1,120.298250,24.029383,9.6,511,52,30,10,10,2,2,,,,,,2021-09-14 19:03:51
004161805,, ,,416006013,15,128,2.9,1,120.298443,24.030142,10.7,511,50,30,10,10,2,2,,,,,,2021-09-14 19:04:49
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,2.9,0,120.298240,24.042402,25.3,511,41,,,,,,,,,,,2021-09-14 19:04:39
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,2.9,0,120.298048,24.042065,27.6,511,12,,,,,,,,,,,2021-09-14 19:04:11
004161805,, ,,416006013,15,128,2.9,1,120.298672,24.031033,9.2,511,58,30,10,10,2,2,,,,,,2021-09-14 19:05:58
004161805,, ,,416006013,15,128,2.9,1,120.298545,24.030500,11.1,511,17,30,10,10,2,2,,,,,,2021-09-14 19:05:18
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,2.6,0,120.298467,24.042785,26.4,511,14,,,,,,,,,,,2021-09-14 19:05:12
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,2.8,0,120.298872,24.043453,28.8,511,11,,,,,,,,,,,2021-09-14 19:06:09
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,2.8,0,120.299088,24.043803,32.1,511,41,,,,,,,,,,,2021-09-14 19:06:39
004161805,, ,,416006013,15,128,2.7,1,120.298803,24.031580,13.2,511,40,30,10,10,2,2,,,,,,2021-09-14 19:06:41
004161805,, ,,416006013,15,128,3,1,120.298737,24.031297,16.2,511,18,30,10,10,2,2,,,,,,2021-09-14 19:06:19
004161805,, ,,416006013,15,128,2.8,1,120.298798,24.031555,13.2,511,38,30,10,10,2,2,,,,,,2021-09-14 19:06:39
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,2.9,0,120.299303,24.044170,27.8,511,12,,,,,,,,,,,2021-09-14 19:07:10
004161805,,,JIN DAH SHENG NO.6,416000822,15,128,2.9,0,120.299518,24.044518,33.2,511,42,,,,,,,,,,,2021-09-14 19:07:40
004161805,, ,,416006013,15,128,2.8,1,120.299003,24.032348,14.2,511,39,30,10,10,2,2,,,,,,2021-09-14 19:07:40
004161805,, ,,416006013,15,128,3,1,120.298867,24.031827,14.6,511,59,30,10,10,2,2,,,,,,2021-09-14 19:06:59
004161805,, ,,416006013,15,128,2.9,1,120.299008,24.032375,10.9,511,41,30,10,10,2,2,,,,,,2021-09-14 19:07:42
004161805,, ,,416006013,15,128,2.8,1,120.298930,24.032087,15.1,511,19,30,10,10,2,2,,,,,,2021-09-14 19:07:19
004161805,, ,,416006013,15,128,2.8,1,120.299193,24.033153,5.3,511,40,30,10,10,2,2,,,,,,2021-09-14 19:08:40
004161805,, ,,416006013,15,128,2.9,1,120.299063,24.032615,11.9,511,59,30,10,10,2,2,,,,,,2021-09-14 19:08:00
004161805,,BK7075,,416000822,15,128,2.7,0,120.299727,24.044857,30.9,511,11,30,0,0,0,0,,,,,,2021-09-14 19:08:09
004161805,,BK7075,,416000822,15,128,2.6,0,120.299933,24.045208,29.6,511,41,30,0,0,0,0,,,,,,2021-09-14 19:08:39
004161805,, ,,416006013,15,128,2.8,1,120.299278,24.033407,12.8,511,0,30,10,10,2,2,,,,,,2021-09-14 19:09:01
004161805,, ,,416006013,15,128,2.7,1,120.299433,24.033922,11.7,511,41,30,10,10,2,2,,,,,,2021-09-14 19:09:41
004161805,, ,,416006013,15,128,2.7,1,120.299373,24.033720,13.8,511,25,30,10,10,2,2,,,,,,2021-09-14 19:09:25
004161805,, ,,416006013,15,128,2.8,1,120.299355,24.033657,18.9,511,21,30,10,10,2,2,,,,,,2021-09-14 19:09:21
004161805,,BK7075,,416000822,15,128,2.9,0,120.300145,24.045557,27.2,511,11,30,0,0,0,0,,,,,,2021-09-14 19:09:09
004161805,,BK7075,,416000822,15,128,2.9,0,120.300373,24.045895,41.6,511,41,30,0,0,0,0,,,,,,2021-09-14 19:09:39
004161805,,BK7075,,416000822,15,128,2.7,0,120.300860,24.046570,34.9,511,42,30,0,0,0,0,,,,,,2021-09-14 19:10:40
004161805,,BK7075,,416000822,15,128,2.9,0,120.300617,24.046225,32.3,511,11,30,0,0,0,0,,,,,,2021-09-14 19:10:09
004161805,, ,,416006013,15,128,2.9,1,120.299665,24.034705,19.6,511,42,30,10,10,2,2,,,,,,2021-09-14 19:10:42
004161805,, ,,416002402,15,128,2.8,1,120.312182,24.049393,34.6,511,26,30,8,13,2,2,,,,,,2021-09-14 19:10:26
004161805,, ,,416006013,15,128,2.9,1,120.299512,24.034177,18.8,511,1,30,10,10,2,2,,,,,,2021-09-14 19:10:02
004161805,,BK7075,,416000822,15,128,2.8,0,120.301333,24.047242,32.6,511,42,30,0,0,0,0,,,,,,2021-09-14 19:11:40
004161805,,BK7075,,416000822,15,128,2.9,0,120.301088,24.046895,30.3,511,11,30,0,0,0,0,,,,,,2021-09-14 19:11:10
004161805,, ,,416006013,15,128,2.8,1,120.299885,24.035485,15.3,511,42,30,10,10,2,2,,,,,,2021-09-14 19:11:43
004161805,, ,,416006013,15,128,2.7,1,120.299738,24.034963,11.3,511,2,30,10,10,2,2,,,,,,2021-09-14 19:11:02
004161805,, ,,416006013,15,128,2.8,1,120.299817,24.035225,18.1,511,22,30,10,10,2,2,,,,,,2021-09-14 19:11:23
004161805,, ,,416006013,15,128,2.7,1,120.299970,24.035757,17.1,511,3,30,10,10,2,2,,,,,,2021-09-14 19:12:03
004161805,, ,,416006013,15,128,2.8,1,120.300052,24.036042,17.1,511,25,30,10,10,2,2,,,,,,2021-09-14 19:12:25
004161805,, ,,416006013,15,128,2.6,1,120.300113,24.036272,14.7,511,43,30,10,10,2,2,,,,,,2021-09-14 19:12:44
004161805,, ,,416006013,15,128,2.9,1,120.300043,24.036015,12.2,511,23,30,10,10,2,2,,,,,,2021-09-14 19:12:23
004161805,,BK7075,,416000822,15,128,2.9,0,120.301800,24.047910,32.4,511,42,30,0,0,0,0,,,,,,2021-09-14 19:12:40
004161805,,BK7075,,416000822,15,128,2.8,0,120.301555,24.047567,32.8,511,11,30,0,0,0,0,,,,,,2021-09-14 19:12:10
004161805,, ,,416006013,15,128,2.7,1,120.300260,24.036803,11.1,511,24,30,10,10,2,2,,,,,,2021-09-14 19:13:24
004161805,, ,,416006013,15,128,2.8,1,120.300187,24.036532,11.8,511,3,30,10,10,2,2,,,,,,2021-09-14 19:13:04
004161805,, ,,416006013,15,128,2.9,1,120.300332,24.037062,16.3,511,44,30,10,10,2,2,,,,,,2021-09-14 19:13:44
004161805,,BK7075,,416000822,15,128,2.8,0,120.302258,24.048585,30.9,511,41,30,0,0,0,0,,,,,,2021-09-14 19:13:39
004161805,,BK7075,,416000822,15,128,2.9,0,120.301988,24.048185,27.7,511,6,30,0,0,0,0,,,,,,2021-09-14 19:13:14
004161805,,BK7075,,416000822,15,128,2.9,0,120.302492,24.048927,32.8,511,11,30,0,0,0,0,,,,,,2021-09-14 19:14:09
004161805,,BK7075,,416000822,15,128,3,0,120.302728,24.049263,33.5,511,41,30,0,0,0,0,,,,,,2021-09-14 19:14:39
004161805,, ,,416006013,15,128,2.8,1,120.300402,24.037320,12.2,511,4,30,10,10,2,2,,,,,,2021-09-14 19:14:05
004161805,, ,,416006013,15,128,2.8,1,120.300563,24.037877,13.8,511,47,30,10,10,2,2,,,,,,2021-09-14 19:14:47
004161805,, ,,416006013,15,128,3,1,120.300410,24.037345,17.4,511,6,30,10,10,2,2,,,,,,2021-09-14 19:14:07
004161805,, ,,416006013,15,128,3.1,1,120.300492,24.037588,21.7,511,25,30,10,10,2,2,,,,,,2021-09-14 19:14:25
004161805,, ,,416006013,15,128,2.9,1,120.300557,24.037850,9.8,511,45,30,10,10,2,2,,,,,,2021-09-14 19:14:45
004161805,,BK7075,,416000822,15,128,2.9,0,120.303193,24.049948,37.7,511,41,30,0,0,0,0,,,,,,2021-09-14 19:15:39
004161805,,BK7075,,416000822,15,128,2.9,0,120.302960,24.049605,36,511,11,30,0,0,0,0,,,,,,2021-09-14 19:15:10
004161805,, ,,416006013,15,128,2.8,1,120.300635,24.038113,16.7,511,5,30,10,10,2,2,,,,,,2021-09-14 19:15:06
004161805,, ,,416006013,15,128,2.9,1,120.300707,24.038373,17.9,511,25,30,10,10,2,2,,,,,,2021-09-14 19:15:26
004161805,, ,,416006013,15,128,2.9,1,120.300813,24.038637,23.4,511,46,30,10,10,2,2,,,,,,2021-09-14 19:15:46
004161805,, ,,416006013,15,128,2.9,1,120.301037,24.039135,21.7,511,26,30,10,10,2,2,,,,,,2021-09-14 19:16:27
004161805,, ,,416006013,15,128,2.8,1,120.301142,24.039385,24.2,511,46,30,10,10,2,2,,,,,,2021-09-14 19:16:47
004161805,,BK7075,,416000822,15,128,2.8,0,120.303425,24.050292,29.2,511,11,30,0,0,0,0,,,,,,2021-09-14 19:16:09
004161805,,BK7075,,416000822,15,128,2.8,0,120.303660,24.050630,30.6,511,41,30,0,0,0,0,,,,,,2021-09-14 19:16:40
004161805,, ,,416002402,15,128,3.1,1,120.314265,24.054267,333.7,511,27,30,8,13,2,2,,,,,,2021-09-14 19:17:27
004161805,, ,,416006013,15,128,2.9,1,120.301405,24.039938,20.9,511,31,30,10,10,2,2,,,,,,2021-09-14 19:17:32
004161805,, ,,416006013,15,128,2.6,1,120.301383,24.039890,19.5,511,27,30,10,10,2,2,,,,,,2021-09-14 19:17:27
004161805,, ,,416006013,15,128,2.8,1,120.301505,24.040137,26,511,47,30,10,10,2,2,,,,,,2021-09-14 19:17:48
004161805,,BK7075,,416000822,15,128,2.8,0,120.303902,24.050980,32.4,511,12,30,0,0,0,0,,,,,,2021-09-14 19:17:10
004161805,,BK7075,,416000822,15,128,3,0,120.304132,24.051320,35.4,511,42,30,0,0,0,0,,,,,,2021-09-14 19:17:40
004161805,,BK7075,,416000822,15,128,2.9,0,120.304582,24.051985,30.1,511,41,30,0,0,0,0,,,,,,2021-09-14 19:18:39
004161805,,BK7075,,416000822,15,128,2.8,0,120.304360,24.051662,34.2,511,12,30,0,0,0,0,,,,,,2021-09-14 19:18:10
004161805,, ,,416006013,15,128,2.8,1,120.301627,24.040385,26.8,511,7,30,10,10,2,2,,,,,,2021-09-14 19:18:08
004161805,, ,,416006013,15,128,2.7,1,120.301885,24.040917,25.7,511,50,30,10,10,2,2,,,,,,2021-09-14 19:18:51
004161805,, ,,416006013,15,128,2.9,1,120.301752,24.040647,21.9,511,28,30,10,10,2,2,,,,,,2021-09-14 19:18:28
004161805,, ,,416006013,15,128,2.8,1,120.301873,24.040893,20,511,48,30,10,10,2,2,,,,,,2021-09-14 19:18:49
004161805,,BK7075,,416000822,15,128,2.8,0,120.304812,24.052323,32.3,511,11,30,0,0,0,0,,,,,,2021-09-14 19:19:09
004161805,,BK7075,,416000822,15,128,2.7,0,120.305052,24.052672,31.7,511,42,30,0,0,0,0,,,,,,2021-09-14 19:19:40
004161805,, ,,416006013,15,128,3,1,120.302232,24.041642,25.2,511,49,30,10,10,2,2,,,,,,2021-09-14 19:19:49
004161805,, ,,416006013,15,128,2.8,1,120.301992,24.041138,20.2,511,8,30,10,10,2,2,,,,,,2021-09-14 19:19:09
004161805,, ,,416006013,15,128,2.7,1,120.302002,24.041163,18.7,511,10,30,10,10,2,2,,,,,,2021-09-14 19:19:11
004161805,, ,,416006013,15,128,2.8,1,120.302117,24.041400,25.1,511,29,30,10,10,2,2,,,,,,2021-09-14 19:19:29
004161805,, ,,416006013,15,128,2.8,1,120.302507,24.042110,31.5,511,29,30,10,10,2,2,,,,,,2021-09-14 19:20:30
004161805,, ,,416006013,15,128,2.8,1,120.302658,24.042353,32.1,511,50,30,10,10,2,2,,,,,,2021-09-14 19:20:50
004161805,, ,,416006013,15,128,3,1,120.302348,24.041883,30.8,511,9,30,10,10,2,2,,,,,,2021-09-14 19:20:10
004161805,, ,,416006013,15,128,2.8,1,120.302672,24.042377,30.7,511,52,30,10,10,2,2,,,,,,2021-09-14 19:20:52
